ALERT_ID,ALERT_SOURCE,CATEGORY,CONFIDENCE,FAILED_ATTEMPTS,FIRST_SEEN,GEO_COUNTRY,IP_COUNT,KILL_CHAIN_PHASE,LAST_SEEN,ML_ANOMALY_SCORE,RISK_SCORE,SOURCE_IP,SUCCESSFUL_LOGINS,THREAT_LEVEL,THREAT_TYPE,TOOL_VERSION,USERNAME
c140fa33fe56,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.718665,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728271,0.3,57,192.168.0.70,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
e311fdcdbd1e,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.718679,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.725510,0.3,45,192.168.0.82,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
05ede41e7310,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.718693,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727669,0.3,39,192.168.0.95,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
6c87c2e8be7e,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.718705,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728208,0.3,63,192.168.0.3,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
6c3be69df812,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.718718,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.726393,0.3,39,192.168.0.79,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
248b2ebe5cd7,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.718730,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728636,0.3,51,192.168.0.10,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
5ef5ee868338,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.718743,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729297,0.3,63,192.168.0.27,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
ab4b0ef742db,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.718755,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727617,0.3,39,192.168.0.56,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
f5d321884ff0,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.718768,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729013,0.3,69,192.168.0.87,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
1f07fbbb1bd4,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.718838,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728933,0.3,57,192.168.0.90,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
0367b52141e5,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.718922,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727474,0.3,51,192.168.0.68,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
569576f0cbe9,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.718942,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728743,0.3,39,192.168.0.47,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
f352b9a7cc17,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.718957,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729192,0.3,57,192.168.0.84,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
5c7c2d308d99,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.718970,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729168,0.3,69,192.168.0.38,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
4d6519c0082b,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.718997,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728348,0.3,69,192.168.0.51,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
99254c50259e,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.719018,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729236,0.3,51,192.168.0.43,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
fddeeca8186e,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.719031,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729075,0.3,69,192.168.0.89,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
c37a35a7655f,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.719044,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727306,0.3,63,192.168.0.19,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
24eb773052e7,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.719057,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728091,0.3,57,192.168.0.16,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
86ee18577e05,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.719069,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728996,0.3,57,192.168.0.50,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
f67ceca3b299,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.719082,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727629,0.3,69,192.168.0.75,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
5e204ca2c81b,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.719093,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727950,0.3,69,192.168.0.32,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
793ccc79e42a,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.719106,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727710,0.3,39,192.168.0.24,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
7e43836e65b6,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.719122,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727641,0.3,63,192.168.0.6,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
409d63a1238d,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.719137,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.726674,0.3,69,192.168.0.39,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
ea56b3f4aa08,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.719187,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728731,0.3,63,192.168.0.63,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
d1d1fd4fb40c,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.719212,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728894,0.3,57,192.168.0.7,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
243a9e197277,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.719224,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728830,0.3,45,192.168.0.80,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
31737edf4cfd,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.719250,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.726085,0.3,63,192.168.0.98,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
2335eead7ddf,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.719274,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728374,0.3,51,192.168.0.49,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
2647542e38c5,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.719302,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727988,0.3,51,192.168.0.78,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
fa5541b34a2b,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.719315,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729063,0.3,69,192.168.0.25,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
f58e83bb0100,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.719328,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.725534,0.3,63,192.168.0.72,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
ba09e6895f93,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.719434,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728477,0.3,69,192.168.0.4,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
f0a6c885b581,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.719508,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.724731,0.3,63,192.168.0.18,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
7a7abfde3340,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.719521,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729127,0.3,45,192.168.0.76,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
af094a98123f,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.719534,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.726827,0.3,45,192.168.0.29,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
f74ab05361dd,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.719547,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729261,0.3,57,192.168.0.99,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
64057ed04f0f,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.719560,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728464,0.3,69,192.168.0.66,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
040b823d50af,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.719572,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727737,0.3,45,192.168.0.88,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
76b925a43cd0,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.719584,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728791,0.3,51,192.168.0.9,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
5b99d92568b5,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.719648,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.726661,0.3,63,192.168.0.12,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
7eae649066c9,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.719661,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728538,0.3,57,192.168.0.71,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
61cf8325d770,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.719674,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729321,0.3,69,192.168.0.40,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
8d684e6b10a1,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.719811,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727750,0.3,45,192.168.0.42,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
ccabe558a7f9,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.719836,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728308,0.3,63,192.168.0.59,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
7f32a93c7337,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.719848,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728027,0.3,45,192.168.0.96,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
2dfb2e59bc52,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.719872,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.725758,0.3,39,192.168.0.86,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
da718b34706d,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.719884,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728918,0.3,45,192.168.0.26,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
eac0f7a4f939,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.719908,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728818,0.3,57,192.168.0.8,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
2c5c3930b10c,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.719944,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728257,0.3,69,192.168.0.21,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
987cb47c7096,ELITE SOC ANALYZER,AUTHENTICATION,88,10,2026-01-22T21:22:47.719981,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728489,0.3,69,192.168.0.61,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
3891fda56266,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.720035,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729115,0.3,39,192.168.0.67,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
887e5aeacb1f,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.720083,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728426,0.3,57,192.168.0.77,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
96f6dc652c25,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.720106,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728677,0.3,51,192.168.0.37,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
b8af832ca724,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.720118,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728906,0.3,57,192.168.0.91,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
8125b5ad7d7b,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.720130,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728755,0.3,45,192.168.0.46,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
7eb0387e5600,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.720154,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729087,0.3,51,192.168.0.23,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
c7a90fe2054b,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.720166,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727698,0.3,45,192.168.0.94,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
94614efabb68,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.720184,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727804,0.3,63,192.168.0.28,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
8fff895a636f,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.720247,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727832,0.3,63,192.168.0.33,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
3f7516c78808,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.720282,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727962,0.3,51,192.168.0.83,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
9b93b481e80a,ELITE SOC ANALYZER,AUTHENTICATION,88,9,2026-01-22T21:22:47.720294,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729222,0.3,63,192.168.0.2,0,HIGH,SSH_BRUTE_FORCE,6.0-COGNITIVE,
1eb017def047,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.720367,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728562,0.3,57,192.168.0.48,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
72af1a4e77b5,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.720414,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728321,0.3,51,192.168.0.69,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
adb84cf2380d,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.720449,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728296,0.3,51,192.168.0.55,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
2f94bf84aabc,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.720532,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729206,0.3,45,192.168.0.15,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
3f01d286a436,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.720555,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729273,0.3,51,192.168.0.30,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
970a9f6faf30,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.720579,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728593,0.3,57,192.168.0.14,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
abf9cfb90c32,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.720602,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728438,0.3,45,192.168.0.65,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
b713882a06df,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.720637,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729309,0.3,45,192.168.0.13,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
3d8db2a2ddeb,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.720864,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.726475,0.3,57,192.168.0.36,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
cc8913e3b7c7,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.720876,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729156,0.3,45,192.168.0.58,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
f7bc521ba573,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.720972,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729285,0.3,51,192.168.0.57,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
7fc33d49de62,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.721164,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728881,0.3,39,192.168.0.74,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
9f223f4d47e6,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.721237,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728957,0.3,51,192.168.0.1,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
035fb6ef1489,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.721285,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727790,0.3,39,192.168.0.64,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
7e1b7af681a8,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.721393,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728971,0.3,39,192.168.0.45,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
0789864f683f,ELITE SOC ANALYZER,AUTHENTICATION,88,7,2026-01-22T21:22:47.721644,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.727229,0.3,51,192.168.0.97,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
aeaa981535cb,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.721779,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.726227,0.3,39,192.168.0.93,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
5d2e009287f6,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.721865,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728414,0.3,39,192.168.0.92,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
69eae1b5b1b2,ELITE SOC ANALYZER,AUTHENTICATION,88,5,2026-01-22T21:22:47.721938,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728079,0.3,39,192.168.0.81,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
0e9b7a7ba9b0,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.722171,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728118,0.3,57,192.168.0.5,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
d2e49068ea3c,ELITE SOC ANALYZER,AUTHENTICATION,88,6,2026-01-22T21:22:47.722269,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.729051,0.3,45,192.168.0.54,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
d40634a0369b,ELITE SOC ANALYZER,AUTHENTICATION,88,8,2026-01-22T21:22:47.722590,UNKNOWN,,CREDENTIAL ACCESS,2026-01-22T21:22:47.728650,0.3,57,192.168.0.44,0,MEDIUM,SSH_BRUTE_FORCE,6.0-COGNITIVE,
